platform,software,review,country
App Store,TaxFix Deutschland,"Awesome app!! It makes the whole tax declaration way easier to do. And although I was quite skeptical at first, I really received their calculatated amounts from the Finanzamt! And they don't charge you anything if you're are getting less than 50€ back, which is quite nice! I do recommend it! 10 out of 10!",Germany
App Store,TaxFix Deutschland,"I can recommend this app. It's really intuitive, with tips while responding to the questions. But the many questions are about general and there may be some things that you would want to mention to get some taxes back, but sometimes you have to think in which category to mention it. Anyway, it's a good app, I'm satisfied.",Germany
App Store,TaxFix Deutschland,The App is easy to use but it is buggy as hell. You guys need to fix some bugs asap. Somehow the app can't save my changes for the language. I always have to change language when I open the app. Sometimes the screen will just freeze! It's really annoying. I'm using last android version,Germany
App Store,TaxFix Deutschland,"Update - this is just a waste of time - neither Android App nor Web Based app works. Being constantly asked for screenshots with no clear resolution in sight. Worked fine last years, really good service. But this year new SSO just does not works for me. Endless loop to login, directed to browser. Fix it Tax fix",Germany
App Store,TaxFix Deutschland,"It took long waiting time (more than a week) for them do deliver your documents after I summited. Therefore I missed the deadline of tax declaration. Be aware of this “service”, it may bring you trouble. [Update] Even one star is way too much! Due to their delay, I took an other paid software for dax declaration and made it done within one hour. They did not agree my withdraw but still delivered my document (of course the submission time was late). Now there are two of my tax declarations.",Germany
App Store,TaxFix Deutschland,"The ""do it yourself"" might be helpful for people who work 9-5 jobs but a headache for people in shift work or aviation. I gave up and asked for a advisor..biggest mistake. I got half of what I normally get and there was zero communication. I don't know if the tax advisor even looked at the data I sent for shift work, layovers etc. very disappointed and do not recommend to get a tax advisor in the app. You will be throwing your money away for absolutely no help at all. Lesson learned.",Germany
App Store,TaxFix Deutschland,I have been using the app for 5 years and I was happy. But the app has never been so slow and laggy like now! I cannot finish any section without so much waiting ro crash. I am changing my rating and now have to consider alternatives since I don't want to spend sooo much time on this work!,Germany
App Store,TaxFix Deutschland,"I think it's a nice app and way faster, but if ever you are not so sure about your entry with the informations you need to fill up, it's better if you see a berater in which you will just give your lohnsteuerbescheinigung and they will do all the work. If you make mistakes in your entry it's a lot of job and very complicated, especially if you don't speak much Deutsch.",Germany
App Store,TaxFix Deutschland,"I've applied and waited for about 2 months and I didn't get any amount. I wasted 40€. They showed after calculating about 4k € possibility but in the app after two months they showed that it's been calculated 2 euros and some cents. It's really cheated me. I'm disappointed, not going to recommend anyone anymore.",Germany
App Store,TaxFix Deutschland,"So far seems great. Did my income taxes for 2018 in Germany in about 20-30 minutes. However it did not ask about any ""Außergewöhnliche Belastungen"" which occured to me at the end of the process. Also, the English terms did confuse me at times when comparing to the German documents.h it'd be good to have both languages displayed for some of the more technical/specific terms. Overall great experience though. Hope the processing is smooth.",Germany
App Store,TaxFix Deutschland,"Up until this year everything was great so I decided to give them credit and try this new feature they've introduced called Tax with Advisors. Turns out the advisors are pretty much sneaky and put your request on a pile where they won't look until your 14 days of return have been expired. Once you cannot rollback, they'll do an incredible bad job with your tax declaration and you cannot do anything about it because Taxfix DO NOT ANSWER their support cases. My friends and I are all stuck now!",Germany
App Store,TaxFix Deutschland,"had worst experience than previous year while fling tax return. this year app is horribly slow. for each answer I have to wait several seconds, sometimes minutes. lot of scope for improvement. I guess developers had changed the logic and probably heavy computations happening in background. nevertheless customer experience is not good now.",Germany
App Store,TaxFix Deutschland,"Yes, this is the fourth year I have used this app. I can't imagine filing taxes without it. The application is super modern, easy to use and in English. If you are not sure about a question, there are also explanations. Even the normal person can be a tax expert with this application. I only used the customer service once when I first started using it and they were nice with a quick response. KEEP GOING TAXFIX :-)",Germany
App Store,TaxFix Deutschland,"Customer friendly I have tried last year and I got what was expexted interms of tax refund. I have expexted that I can recal some or many of my personal information when filing my tax this year, however, this was not the case. The system was crashed and became very slow at some moments but the data I filled were not lost. Customer service took several days to get back to me. Overall, I am satisfied with the app and the result comming out of it.",Germany
App Store,TaxFix Deutschland,"I love this App!!! It saves me so much time. And the price is right for the service you get. I am using it for the 2nd time in 2020 I did a Tax for the previous 4 years 2016-2019 I got a lot of money back and today I did my tax for 2020. It is really really really easy, fast and effective. And the best part is you can reduce your tax by adding the cost of tax software you are using. Beautiful a self sustainable service. Excellent work Taxfix Team. Make sure to improve it.",Germany
App Store,TaxFix Deutschland,"Blown away by how much more I got back (almost double) compared to previous years using a different app. At first I was surprised by how many questions I had to go through, but at the end, all those detailed questions were what made the difference! Without the incredibly spot-on questions, I would've reported less. I will definitely tell all my friends, and use it again for the upcoming years. Thank you, Taxfix <3",Germany
App Store,TaxFix Deutschland,"So, as an average Joe, i was terrified of providing a tax return in Germany. Even in my own country it's a nightmare, let alone as an expat with basically 0 German language knowledge. Boy i was happy with this app. Not only it was in English, but they guide you by the hand, question by question. And when you're not sure what the question means, there is ""?"" which explains the question in length. Super easy, super happy!",Germany
App Store,TaxFix Deutschland,"If I cold give 0 star i would have given them . I have to pay already a lot of money from my monthly pay , now with the app , it say that I have to pay more money , even if I have changed my living place , I have a lot of expenses that I've sent to the app for the 100th time . I had the option with the expert . Dont use the app , just go to a physical person that can really help you !",Germany
App Store,TaxFix Deutschland,Worst service by taxfix. Tax advisor kept my file for more than two months with no feedback. Dont waste your time with taxfix.,Germany
App Store,TaxFix Deutschland,"This app is absolutely fantastic! It was incredibly easy to file my tax returns with this app. They have a highly convenient end-to-end process where all you have to do is fill in the necessary details in the app, make the payment, and then simply wait to receive the money (if applicable) that you're entitled to receive from the tax office. Zero hassle. Also, their fees are very reasonable and their prediction about the amount I'll will receive was spot on! I definitely recommend this app.",Germany
App Store,TaxFix Deutschland,"Is a wonderful and practical app to file taxes,as up-to-date information is there to help me with every query of mine.",Germany
App Store,TaxFix Deutschland,I work in cook Indian restaurant. But this facility is very good which is available in English. We are very happy with this because here we do not know the language and there is no one to support us.,Germany
App Store,TaxFix Deutschland,"Easy to use and asks the right questions. I haven't received my declaration yet so I'm curious to see if the return will be as large as predicted. But even if it's not, the app is way simpler than the elster stuff so I'd recommend it even at the cost. Edit: for the third year in a row I've had a lovely tax return. I love taxfix for its user-friendly surface and the hours I save on my tax declaration. THANK YOU! Update 2024-using it again, it's only getting better. ❤️",Germany
App Store,TaxFix Deutschland,"I tried Wiso before, it seemed like no end to it. taxFix made it easy and ended the frustration. Recommend it.",Germany
App Store,TaxFix Deutschland,Awful app. Had to submit my ID many times but it wouldn't work. Eventually is fixed itself days later. I paid for the more expensive advisory service and yet after 1.5 months they still ask me to be patient because they're overloaded and cannot complete my tax return. No option to ask your adviser questions and when I leave questions in comments they go unanswered. Steer clear ! Update: even though I was asked to contact support for help I still have no answer! Awful customer service.,Germany
App Store,TaxFix Deutschland,"App works that's why 1 star, but it hangs multiple times is very very slow. Have to restart 10 times to do one tax filing once a year. It took 2 hours to do the foling for 2023 and acter spending 2 hours i have to pay 40 euros. App used to work before but now using it burns more time than saving. Also after adding cost for work literature refund goes down which is weird. Would strongly encourage people to consider manual submission instead of burning time and money both.",Germany
App Store,TaxFix Deutschland,I applied for tax refund last year (for 2022) and I still didn't get refund. Terrible experience 😡,Germany
App Store,TaxFix Deutschland,"Love this app. It's easy and uncomplicated and you can do it at home anytime you want. You can save alot of time and stress. Also I love the presavings, you did once, the next time alot of your answers are already put in automatically, making it even easier to fill in the informations. Definitely recommend to anyone who wants a fast and easy way to return your taxes.",Germany
App Store,TaxFix Deutschland,Super usefull app but there is a really big problem with the technical performance. Just sign-in process takes ages! Had to wait almost a minute to see the key pad to enter my pin. Hope this performance problem can be solved soon.,Germany
App Store,TaxFix Deutschland,"I used taxfix to fill my taxes last year and it was great. This year the app is extremely slow. Also, I would prefer an app that I can see my answers to the questions instead of a single pdf file at the end. Tax office asks some proofs and I have to spend so much time to figure out how an amount stated in a specific section of that pdf file generated. I probably use a different app next year",Germany
App Store,TaxFix Deutschland,"Pathetic app with a ridiculous UI! When I tried to upload my Lohnsteuerbescheinigung (because I have it from previous years) as PDF, the app got stuck, wouldn't allow me to upload the document (I'm on a 100 Mbps WiFi connection). The app doesn't even understand that in Germany thousands separation is ‘ . ’ and hundreds is ‘ , ’. Questions related to taxation are so pathetic and ambivalent, no wonder the app couldn't process anything properly. Pathetic, not recommended at all!",Germany
App Store,TaxFix Deutschland,"This is a great app and easy to use. I have never filled Tax declaration form before, but with this app it was quiet easy. Though I made mistakes and I didn't see the Addresse of my Tax office brauch, but when I contacted the Support Team they replied within 24 hours. One thing I will like to suggest is that, create corrections for uploaded yearly pay slips. I made a lot of Mistake in filling 2018/2019 payslip forms. I will recommend this app to friends & family. Kudos guys, great job.",Germany
App Store,TaxFix Deutschland,"The app was Ok but I was expecting more assistance as an expat, for deductions and expat specific points to watch out for. Given this is an English app I think the team can do a LOT more time improve both the in-app tips and also the quite limited FAQs specific to non German citizens with skilled migrant or temporary working visas.",Germany
App Store,TaxFix Deutschland,"I've been using Taxfix since 2018, and everything was great. Now they are offering a Steuerberater. Hoping that it will be more better,I tried making my taxreturn with a Steuerberater from Tax fix. Since 3.03.23 i still haven't got an answer how much will I get or do I need to pay anything. They charged my account 129 euros right away, and im still here waiting for almost 2 months. I know they have a lot "" Anfrage"" but thats the reason i submit it EARLIER, so i can get answers right away.",Germany
App Store,TaxFix Deutschland,"It is an easy to understand/follow app that will help you and guide you through the German tax system. It is a bit slow BUT still the user has to be careful as well when filling the cells so overal is a 4/5 app, useful, handy and easy to navigate.",Germany
App Store,TaxFix Deutschland,"Thanks alot for the great work in creating this app and making our life easier to file tax. I would have given 5star but there are few bugs I have encountered like, when I try to answer a question keyboard popsup but the question or input text stays behind the keyboard overlay.",Germany
App Store,TaxFix Deutschland,"Used the website to put it in and it told me I could get back about 3500€! Instead I had to pay 80€ to the tax office plus had to pay taxfix... I talked to the tax office and none of my study costs where on the tax declaration, I managed to manually fix it so I at least got 50€ back but the discrepancy is enormous and I can not recommend it at all, pretty much got scammed...",Germany
App Store,TaxFix Deutschland,"they give a selection -30€ automatic generation of your tax report and sent -60€ if you are talking with specialist If you are chosing the second option, going through all the hell of uploading documents and filling all the IDs (the app is really clunky, it hengs almost on all pages, crushes several times) at the final page where you need to write your IBAN and give them a SEPA mandat, there is written something like: Agree to give a sepa mandat to charge a minimum 60€ OR 20% OF THE TAX RETURN",Germany
App Store,TaxFix Deutschland,"Since I updated it today the app has become unusable. There is a lot of lag and it has become extremely slow. You click something, you hear the click and then it takes 10 seconds to go to next step",Germany
App Store,TaxFix Deutschland,"not suitable for those who have just moved to germany, because it hasn't incorporated the relevant considerations. you can only use it for the year after moving to germany, which limits the value of this app.you will need to use another tool to do tax in the first year. perhaps you can use that alternative product in the years to come, too.",Germany
App Store,TaxFix Deutschland,"Perfectly executed...no hidden areas and simple forward in German or English Tax declaration.....the cost beside is a fraction of what it really does for submit the Tax. I recommend it and will use it Years coming. Elster is Ok but this one knocks the Elster completly out of the Park ,due the platform of easiness with the same outcome.",Germany
App Store,TaxFix Deutschland,"This app is slow, bugged and support doesn't reply in time. Choose something else. Literally the word app I used, wait for 40 seconds every time I try to go to the return because their expert service doesn't understand some documents",Germany
App Store,TaxFix Deutschland,Why they want to switch to app from website? And the app doesn't work as expected Edit: sent email with screenshot. No reply so far. The app just wants to upload a PDF of Lohnsteuerbescheinigung. Which could be done in the web app perfectly. Now I have to send the PDF to phone and the upload into the app. 🤦‍♂️,Germany
App Store,TaxFix Deutschland,"I have used Taxfix in the past with good experience. But since the last updates, the app does not even load! I cannot access my previous filings. It is a shame how a working app was turned into a faulty one.",Germany
App Store,TaxFix Deutschland,"The German version is full of bugs, very slow, crashed when uploading documents. Also it was not possible to fill up the taxes with an expert on the browser, it was mandatory to use the phone which is total impractical.",Germany
App Store,TaxFix Deutschland,"This app used to be great, now it is no longer helpful for me to do my taxes expecially in Germany. This year I filed my taxes thru the app and it said I would get a refund, then it is automatically sent to the Finanzamt for review. Now all of a sudden I owe money! Taxes is theft in the first place. I used to enjoy this app but it no longer really helps because of corrupt governments. They take our hard earned money to finance wars and a lot more the people don't want.",Germany
App Store,TaxFix Deutschland,"Overpriced and I could have done it better. They took so long to do the return. I had to find so many proof which if I did myself I don't even need this. My returns every year have been substantially more and they take a huge chunk of it. Not 20%, more like 50%. Never again. Will do myself next year for free",Germany
App Store,TaxFix Deutschland,"Super easy, convenient, and self-explanatory! With this app - even something as time-consuming and frustrating, as doing ones taxes - has become a joy! The support team is awesome as well! Edit: And it actually works!! The return now got successfully transferred to my bank account. Instantly recommended it.",Germany
App Store,TaxFix Deutschland,"It's just a disaster, nothing else to describe this apps. I applied for my tax return, but I didn't get my money. Not only that, but they also have no contact number, just a email address to making joke to u. Somehow if you fall in trouble, it's just saying , oh no I don't have nothing to do for you, we already submitted your documents, please contact financezamt. I tried every single method to contact them when I didn't get back tax they just simply say that.",Germany
App Store,TaxFix Deutschland,"Very good, easy to use, saves time. So far i would recommend. But am still optimistically curious about the final results, since i am waiting from the App, plus its my first time. But comparing with other platforms i have used before this was easy to use and affordable (reasonable charges in relation to the work required).",Germany
App Store,TaxFix Deutschland,"The app is very easy to use and explains in detail most of the information. I'm not giving it 5 stars though because the date format is inconsistent across the app, in some places it's dd.mm and in others it's mm.dd, which made me double or triple check every single date so that I'm sure everything is correct.",Germany
App Store,TaxFix Deutschland,Worst experience. Taxfix calculated €951 to be refunded however the Finanzamt refunded €137 only. There have been no irrelevant addition to my tax declaration. The only thing added was my yearly income statement and some cleaning expense that occurred. These guys are a fraud. They take no accountability for their wrong calculations and no help when things go wrong,Germany
App Store,TaxFix Deutschland,"Very elegant and easy to use, effortless design and user-friendly. I could do my tax declaration in only 15 minutes and send it digitally right away! Nothing comparable to the traditional submission of tax declaration per computer apps and then printing and posting. I will definitely use it again next year!",Germany
App Store,TaxFix Deutschland,"Makes filing taxes easier every year. The process is super simple and tells you where to find all the information you need. The app asked a lot of questions I wasn't totally prepared for but it saves your progress as you go so I was able to find the information I needed then return to finish the application. Would recommend this app if you're easily confused by the tax system. Very simple. Only 1 issue: can sometimes move quite slowly, so I wouldn't recommend using when you're feeling impatient.",Germany
App Store,TaxFix Deutschland,"Simple to use and effektive in filing your taxes. Does cost 40 Euros per tax year, though, which they inform you about on the last screen, and I don't know if there are comparable apps around that do the same for free...",Germany
App Store,TaxFix Deutschland,Tried 3 times to take pictures of documents. I tried also with a support request. The all Keep going to say that documents are cutted. Documents are cutted because of the app choices when take a picture. Documents can be read well. I will Happy to change review if something will be change,Germany
App Store,TaxFix Deutschland,"I'm very satisfied with this app. it's very easy to use, with clear and simple questions, and helpful details if needed. The calculated amount of money was exactly the same which I got from the Finance office, and no copies of expenses proofs were requested as well.",Germany
App Store,TaxFix Deutschland,"I would like to change my review. In as much my initial experience wasn't too pleasant, eventually I got reached out by support and filed my taxes. I got the amount I didn't expect! It is amazing how easy it went. Once again my greatest appreciation for what you've done. Will use the app next year and recommend it to my colleagues!",Germany
App Store,TaxFix Deutschland,Amazing app. I filed a return for first time when I used the app and received exactly the return that was calculated within 5-6 weeks. No long wait either. I was recommended a lot of other apps and sites like elster or wundertax which came with a lot of hassles but not Taxfix. I was scrolling to learn how to file voluntary tax returns in Germany as a foreign national doing PhD when I came across it. It was very easy doing so from the comfort of your home. It does take 20 minutes hardly.Thanks.,Germany
App Store,TaxFix Deutschland,"I didn't like neither the app nor the service. We did it for two years with this. For one, the estimated amount was less than the cost of the app. But who know what happened with it, as I haven't received a single penny or notification. For the other, my husband and I got 10 euros more than the cost of the app. Some sections we didn't understand, reached out to Taxfix for help, and didn't get a clear answer either. Even with two degrees, this is not for me. Update:contacting them didn't help",Germany
App Store,TaxFix Deutschland,"It is a great app in English, such a nice platform! I sent my 2020 tax declaration via Taxfix. I asked several questions from the support team. They answered in less than 24h, very accurate, and helpful. Taxfix is very easy & clear to use and accurate at the same time. I like many features this app has most importantly the easy-to-understand information provided for each question. I would definitely use the Taxfix app in the future.I received the Bescheid from my Finanzamt in less than a month!",Germany
App Store,TaxFix Deutschland,The worst app of all time. I think the customer service team does not even understand the question we ask. The return is very low as compared to other apps. Got extra return by going to the tax lawyer for the same year. Would not recommend anyone to use taxfix at all.,Germany
App Store,TaxFix Deutschland,"I used Taxfix for the first time and loved its English interface, making navigation and understanding steps incredibly easy. It's straightforward and user-friendly, though it gets slightly laggy with more data filled-in. Highly recommend for a hassle-free tax filing experience!",Germany
App Store,TaxFix Deutschland,"Just did my first one in about 30 minutes. Works great, although sometimes not as reaponsible, talking about the interface or action buttons. 40€ as final payment ias acceptable in my eyes, so I am fine with that.",Germany
App Store,TaxFix Deutschland,This year the app is almost unusable. Extremely slow! I chose the tax advisor option and have been waiting months. I have now almost missed the legal deadline and will be fined from the tax office. I do not recommend this.,Germany
App Store,TaxFix Deutschland,"Taxfix's website is great and their services very useful, but the app just doesn't work at all. It's not even possible to log in to my account because the app always freezes on the login page.",Germany
App Store,TaxFix Deutschland,"Very intuitive and easy to use. English support is nice. Very economical to file taxes. Some spelling mistakes, which I think they will rectify. Only doubt is I dont know if the tax return they estimate is the most optimal. But for the price, the value is very good.",Germany
App Store,TaxFix Deutschland,I have to change my review from 5 stars to 2. The app was working amazingly until last 2 updates. Now it is unusable. Each option selection takes 20 seconds to register. If it is fixed - I will change it back to 5 stars.,Germany
App Store,TaxFix Deutschland,"Overall experience is okay. However I want to mention how slow the app is. Even though it looks great, it doesn't really work that well and fast. Improvements are needed. Yet in general the app is neat and easy to use.",Germany
App Store,TaxFix Deutschland,"The app fails to deliver in one of the key features, still it is a hit🤔 less competetion may be. As a user I was disaapointed that the app couldn't scan the uploaded Annual payslip (even in web) and then you have to fill everything manually.",Germany
App Store,TaxFix Deutschland,Used the app to do my 2022. Waited a few months and contacted the tax office. They never received anything! Contacted taxfix to resolve the issue but they can't do anything. I claimed my money back but taxfix is not responsive. Avoid this app at all costs and pick another option to do your taxes.,Germany
App Store,TaxFix Deutschland,After submitting the declaration I can not see the detailed answers anymore. Now thw finanzant asking for some proof but I can not map what they asking for with my original answers. Aside from that the app is way too slow. Edit: The support team provided the details but it takes time.,Germany
App Store,TaxFix Deutschland,I started to use this app in 2019 and back then it was great. Now to fill a tax statement takes 1 hour if it doesnt crash. Also whenever i try to login it is also taking hours. Nowadays huge games doesnt have this loading time. Please undo what you did to this app.,Germany
App Store,TaxFix Deutschland,"This is the 3rd year to use this app,questions were straightforward and calculations were somehow accurate. This year they changed some questions which became fuzzy when answering them. They calculated a tax return over 2K. Tax office started to ask questions about my answers in the tax assess. which eventually not correct due to fuzzy questions. Final assess. from tax office is that I have to give money back! Also they requested to make advance payments in the coming years. My advice !!avoid!!",Germany
App Store,TaxFix Deutschland,"They will ripp you off badly!! I got 70€ back from steuererklarung , l and taxfix took from me 60€ for the service of an agent whom thought was included with taxfix not seeing anywhere that i jave to pay another 30€ for the app itself so it makes 90€ in total!! Stay away from this app, dont even think to try it",Germany
App Store,TaxFix Deutschland,"Great and easy to use app.. Did my 2017 and 2018 tax end of June, It took me 40 minutes to do both.. The Finanzamt took 9 weeks to reply with their calculations which was close and paid to my account in a few days.. I will use Taxfix again and tell my friends and colleagues about this easy to use service..",Germany
App Store,TaxFix Deutschland,"Update: I got my tax return so I'm changing my negative review to a positive one. However, I would still like to leave a note to the developers. You could add notifications to the users every one or two weeks to let them know how much time (on average) is left until their application is processed by the tax office. You could also tell them you'll send them a notification once it is done, because it turns out you actually do send a notification. This will keep users reassured in the process.",Germany
App Store,TaxFix Deutschland,"I filled out all tax declaration processes but at the 99 percent to complete, the app crashed. I also tries web and ios version and nothing works. It's more than a week that I requested customer service to fix the problem but nothing hear.",Germany
App Store,TaxFix Deutschland,"Easy, fast, very user-friendly. They send your application in your city where you belong, you just need to fill up questions from your paycheck slip. You need to pay 40 eur but only when you get your tax return money on account. It's totally worth it! 👌 🙂",Germany
App Store,TaxFix Deutschland,"Everything went well except for my payslip upload information was not reading it wright, i had to redo manual. But the app is very easy to use and at the end it tells you the result before submitting the application. Keep in mind that the submission costs 34.99€ per tax year.",Germany
App Store,TaxFix Deutschland,"Easy to use, and fairly clear descriptions of tax-specifc contexts. The step by step process is quite easy and, as long as you are prepared with all receipts, documents, and tax-specifc info, it's a quick procedure. I prepared 3 tax returns in a bit over an hour.",Germany
App Store,TaxFix Deutschland,"I have already used it 2 times and have had no trouble. The interface is simple and easy to use. Haven't tried the tax consultants yet but might do so in the future. For now, it has made the process better, especially since I am not fluent in german yet but also as a starter in the tax declaration process.",Germany
App Store,TaxFix Deutschland,Not working out as it should be. Everytime when it comes to 'book and pay' it's sayin 'Not possible. Try again.' I checked all my Infos a lot of times reinstalled the App but naah still not working. Frustrating. I'd rate with 0 Stars tbh..,Germany
App Store,TaxFix Deutschland,"Super slow, non functional App at all. Emails and Support requests aren't answered. The Tax advisor never reached out about my tax return, almost 2 months now since starting the process!! I don't recommend Taxfix services and App at all!",Germany
App Store,TaxFix Deutschland,A very helpful app for tax refund for not-native-german speakers. I speak a little german but not so good to be able to fill a tax refund and this app is really my only option. So far for me it worked quite well and I'm satisfied :),Germany
App Store,TaxFix Deutschland,"As an expat in Germany I highly recommend this app. This is beyond just an app. I could easily fill up my tax declaration forms which should have taken forever if I wanted to do by myself. I had a very professional and responsible support from Taxfix company via Phone or Email. Comparing the fee payment to use this app with other ways for Tax declaration, it is really worth it.",Germany
App Store,TaxFix Deutschland,"Amazing customer care service! I used them to submit my tax statement, and then there were some missunderstandings with it when it was reviewed by the tax authorities. The team at Taxfix was incredibly fast to help me understand what the issue is and processed the refund immediately. I have had several bad experiences lately on different platforms and this time i was very pleasantly surprised by their processes and customer care focus. Strongly recommended!",Germany
App Store,TaxFix Deutschland,"What is the necessity of using this application when I can accomplish all tasks online? Moreover, every time I attempt to file my tax return, it notifies me that I do not possess the most recent version, even after reinstalling and updating the application. I will be switching services because I can't file my taxes.",Germany
App Store,TaxFix Deutschland,"Used it for the first time! The app is Easy to understand and user friendly. It was helpful to file the tax because the questions were in English language. I have submitted my application today and after a quick check from their end, Taxfix forwarded my tax return application to the Finanzamt within some time, and now let's see how long it takes to get the tax return! Fingers crossed 😊",Germany
App Store,TaxFix Deutschland,"Convenient app. The submission worked out, and the estimate of tax return was accurate to a couple of euros. I still spent about 2 hours filling the form, but that's just die to lack of experience: ELSTER didn't work for me at all. :) Thanks!",Germany
App Store,TaxFix Deutschland,"This app was both my best app experience and tax filing experience. Was really fast (although a bit longer than they claim, but thats OK), easy, and intuitive, in English (not always easy being a foreigner in Germany), and most importantly I got 50% more tax returns than last year (using another website). Many thanks to this company.",Germany
App Store,TaxFix Deutschland,Super easy to use and reliable but the automatic loading of the date was not super accurate. Tried one year later and this error was fixed and is very accurate now and I give 5 stars also for the improving that I see in the app.,Germany
App Store,TaxFix Deutschland,"So far so good, waiting for the feedback from the tax office ;) Overall great UX experience and simple flow. Only the business travel section is worded a bit confusing (you get asked how many countries/places you've visited vs. how many trips you've made). Thanks for taking the pain out of filing taxes :)",Germany
App Store,TaxFix Deutschland,"I like it but I am hesitant now with the strange price increases. From 35 to 40 and, this year 60€ (submission for two) why? I don't see any improvement in the process and it is more expensive than other competitors now. I think I will try another service this year. Pity.",Germany
App Store,TaxFix Deutschland,"Might work if you have an extremely simple tax situation, but they obviously take a cookie-cutter approach to the tax declarations and just want to pocket their flat fee, after which they assume no responsibility for your dealings with the Finanzamt. The app is glitchy, much of the text in the app is written in an imprecise manner as if translated into English by Google Translate, some statements they make are outright false, and customer support is non-existent. Use at your own risk.",Germany
App Store,TaxFix Deutschland,"Doesn't let me sign in, even after entering the verification code over and over again... Even on the website, it takes eternity to load... It was the first app to help you file taxes in Germany, but now, it's the worst app ever... It isn't even worth 1 star... I would give it a half star... shame...",Germany
App Store,TaxFix Deutschland,I’ve been using them for few years and they have made my international life in Germany so much easier given I can safely file my taxes in English and know that I am not missing anything important that would get me in trouble. I would and have recommended this service to any newcomers!,Germany
App Store,TaxFix Deutschland,"DO NOT use this app. I spent days in filling up all data, and on the last step the app just stopped working. I tried reinstalling the app, as well as the web version on a computer, but still cannot review the final return, or submit it. The customer service does not respond. Stay away!",Germany
App Store,TaxFix Deutschland,"Sometimes abit slow, I appreciate I can use it in English, abit frustrating when putting dates in its only date and month and not year aswell. Otherwise not a bad experience, will wait and see what happens with my return as its my first time doing this in germany.",Germany
App Store,TaxFix Deutschland,"Stay away from this app if you don't want to end up doing financial and legal communication with local Finanzampt with 0 support from TaxFix reading bunch of papers in German using Google Translate, even though everything was because of TaxFix's extremely misleading and wrong tooltips on their website!!!",Germany
App Store,TaxFix Deutschland,"I used to love the app but with the new update it is incredibly slow,it takes forever to load and constantly crashes. I will surely not use taxifix next year again, really not worth the money.",Germany
App Store,TaxFix Deutschland,It's my first time filling a tax return in Germany and being a foreigner this seemed like quite a daunting experience... Taxfix was super easy to use and fill in :) All there is left to see is if their estimate is accurate.,Germany
App Store,TaxFix Deutschland,"Simple design but wrong calculation After meticulously typing in the numbers i arrive at owed taxes of 499€ without any kind of untaxed revenue, i simply cannot have any owe taxes i already payed for, but seriously great interface, easy to understand. But horrible math!",Germany
App Store,TaxFix Deutschland,"UI is not responding and blocking to file returns. I have tested on iPhone and also in Samsung. Faced the same problem. I don't want to move to steuergo or wundertax but facing these issues from quite some time, wanted to have solution here !",Germany
App Store,TaxFix Deutschland,L'app è molto chiara e si spiega da sé. Il loro servizio per rispondere è altamente apprezzabile. Hanno fatto il mio 730 in un giorno. Rispondono alle tue email molto velocemente. consiglierei questa app a tutti. The app is very clearly made and self explanatory. Their service to respond is higly appreciable. They did my 730 in a day. They respond to your emails very quickly. i would recommend this app to everyone.,Germany
App Store,TaxFix Deutschland,I'm sorry but the app is now riddled with bugs. Did no one test this properly? Even if you had a decent automation in place you could spot the issues yourself. The UX is frustrating as hell.,Germany
App Store,TaxFix Deutschland,Its super slow and lots of bugs. Every time starts from the beginning if you change any information in between. Moreover it cannot calculate the exact amount.,Germany
App Store,TaxFix Deutschland,"Great app, great support service. I used this app last year to do my Tax declaration for the previous 4 years, worked perfectly. I contacted the help service per email about an issue and they responded within 1 or 2 days not sure anymore. I'm still gonna use the App this year too, hope I get something back 😁 I surely recommend the App, It absolutely deserves a try.",Germany
App Store,TaxFix Deutschland,"Just installed it and it goes straight to a ""Please update the app"" screen. After taping ""Update"" I'm redirected to Google Play, where there are no visible Updates available for the app. Surprise, after using ""Open"" from Google Play, the ""Please update the app"" screen loads again...",Germany
App Store,TaxFix Deutschland,My first time using this app and I must say that it is great. It saves me the time of booking an appointment with a tax expert - most of whom claimed they have been booked already for the year hence cannot attend to me - a friend recommended this app and the rest is history. I recommend it to everyone filing for tax return. Great!,Germany
App Store,TaxFix Deutschland,Easy to use. Gives useful guidance whenever I was unsure of a question. Have already filed my taxes for 3 different years and plan to keep using it. I think it's the price. I would recommend it,Germany
App Store,TaxFix Deutschland,"Till 2020, they used to have an amazing, swift, and efficient support team, who truly understands support requests and answers directly and promptly. But now they divided their support into 2 classes: For 40 € I just got general disclaimers and repetitions of what is already published on their FAQs and forums! Relying on this team costed me over 500 € from my last tax return because they stalled until I missed my dispute submission window. I haven't tried the 130 € option.",Germany
App Store,TaxFix Deutschland,"I like it so much. The process of collection of data and calculation of the the tax free outcomes is amazing. But if it includes another aditional languages, it was useful for all people including foreigners. But the other feuture is perfect.",Germany
App Store,TaxFix Deutschland,This is by far the app I would recommend to any working expat coming Germany like me but also locals. Super easy for the end user and fast process as I did my first tax declaration in less than an hour. To be fair I decided to expect first the response of the tax office to rate the app. So after 4 weeks I am happily surprised that I have an even higher return than what Taxfix calculated for me. Overall great customer experience and value for money,Germany
App Store,TaxFix Deutschland,"PS: edit on 03.09 I can't even login anymore after your updates, the endless circle of loading just doesn't stop. And for that experience you charge 50 Euros? I'm surprised to say that... But even German official tool is now more responsive then your app. Original review: This is the must have app for both Germans and foreigners",Germany
